File,Line,Pattern,Match,Context
AnimatedCuirass.java,12,R_drawable_variable,R.drawable.animated_cuirass,this.idImage = R.drawable.animated_cuirass;
AnimatedDagger.java,12,R_drawable_variable,R.drawable.animated_dagger,this.idImage = R.drawable.animated_dagger;
AnimatedHelm.java,12,R_drawable_variable,R.drawable.animated_helm,this.idImage = R.drawable.animated_helm;
AnimatedIngot.java,12,R_drawable_variable,R.drawable.animated_ingot,this.idImage = R.drawable.animated_ingot;
AnimatedScraps.java,12,R_drawable_variable,R.drawable.animated_scraps,this.idImage = R.drawable.animated_scraps;
AnimatedStaff.java,12,R_drawable_variable,R.drawable.animated_staff,this.idImage = R.drawable.animated_staff;
AnimatedSword.java,12,R_drawable_variable,R.drawable.animated_sword,this.idImage = R.drawable.animated_sword;
Apple.java,12,R_drawable_variable,R.drawable.apple,this.idImage = R.drawable.apple;
ApplePie.java,12,R_drawable_variable,R.drawable.apple_pie,this.idImage = R.drawable.apple_pie;
ArcaneDagger.java,18,R_drawable_variable,R.drawable.arcane_dagger,this.idImage = R.drawable.arcane_dagger;
ArchaicAmulet.java,13,R_drawable_variable,R.drawable.archaic_amulet,this.idImage = R.drawable.archaic_amulet;
ArchmageHat.java,13,R_drawable_variable,R.drawable.archmage_hat,this.idImage = R.drawable.archmage_hat;
ArmorOfTheDryad.java,15,R_drawable_variable,R.drawable.armor_of_the_dryad,this.idImage = R.drawable.armor_of_the_dryad;
ArmorOfTheUndying.java,15,R_drawable_variable,R.drawable.armor_of_the_undying,this.idImage = R.drawable.armor_of_the_undying;
AscendedBow.java,15,R_drawable_variable,R.drawable.ascended_bow,this.idImage = R.drawable.ascended_bow;
AstralGoo.java,12,R_drawable_variable,R.drawable.astral_goo,this.idImage = R.drawable.astral_goo;
AvianEgg.java,13,R_drawable_variable,R.drawable.egg_avian,this.idImage = R.drawable.egg_avian;
Avocado.java,12,R_drawable_variable,R.drawable.avocado,this.idImage = R.drawable.avocado;
BagOfChokingPowder.java,12,R_drawable_variable,R.drawable.bag_of_choking_powder,this.idImage = R.drawable.bag_of_choking_powder;
Banana.java,12,R_drawable_variable,R.drawable.banana,this.idImage = R.drawable.banana;
BansheeBow.java,12,R_drawable_variable,R.drawable.banshee_bow,this.idImage = R.drawable.banshee_bow;
BansheeClaw.java,12,R_drawable_variable,R.drawable.banshee_claw,this.idImage = R.drawable.banshee_claw;
BansheeDagger.java,12,R_drawable_variable,R.drawable.banshee_dagger,this.idImage = R.drawable.banshee_dagger;
BansheeGloves.java,12,R_drawable_variable,R.drawable.banshee_gloves,this.idImage = R.drawable.banshee_gloves;
BansheeHorn.java,12,R_drawable_variable,R.drawable.banshee_horn,this.idImage = R.drawable.banshee_horn;
BansheeJacket.java,12,R_drawable_variable,R.drawable.banshee_jacket,this.idImage = R.drawable.banshee_jacket;
BansheeScale.java,12,R_drawable_variable,R.drawable.banshee_scale,this.idImage = R.drawable.banshee_scale;
BansheeScream.java,13,R_drawable_variable,R.drawable.banshee_scream,this.idImage = R.drawable.banshee_scream;
BatTooth.java,12,R_drawable_variable,R.drawable.bat_tooth,this.idImage = R.drawable.bat_tooth;
BatWing.java,12,R_drawable_variable,R.drawable.bat_wing,this.idImage = R.drawable.bat_wing;
BeastmasterJacket.java,13,R_drawable_variable,R.drawable.beastmaster_jacket,this.idImage = R.drawable.beastmaster_jacket;
BeastPelt.java,12,R_drawable_variable,R.drawable.beast_pelt,this.idImage = R.drawable.beast_pelt;
BeltJacket.java,12,R_drawable_variable,R.drawable.belt_jacket,this.idImage = R.drawable.belt_jacket;
BlackHide.java,12,R_drawable_variable,R.drawable.black_hide,this.idImage = R.drawable.black_hide;
BlackIronArmor.java,12,R_drawable_variable,R.drawable.black_iron_armor,this.idImage = R.drawable.black_iron_armor;
BlackIronCutlass.java,12,R_drawable_variable,R.drawable.black_iron_cutlass,this.idImage = R.drawable.black_iron_cutlass;
BlackIronDagger.java,12,R_drawable_variable,R.drawable.black_iron_dagger,this.idImage = R.drawable.black_iron_dagger;
BlackIronGauntlets.java,12,R_drawable_variable,R.drawable.black_iron_gauntlets,this.idImage = R.drawable.black_iron_gauntlets;
BlackIronHelm.java,12,R_drawable_variable,R.drawable.black_iron_helm,this.idImage = R.drawable.black_iron_helm;
BlackIronIngot.java,12,R_drawable_variable,R.drawable.black_iron_ingot,this.idImage = R.drawable.black_iron_ingot;
BlackIronScepter.java,12,R_drawable_variable,R.drawable.black_iron_scepter,this.idImage = R.drawable.black_iron_scepter;
BlackIronScraps.java,12,R_drawable_variable,R.drawable.black_iron_scraps,this.idImage = R.drawable.black_iron_scraps;
BlackOoze.java,12,R_drawable_variable,R.drawable.black_ooze,this.idImage = R.drawable.black_ooze;
BleakBoots.java,13,R_drawable_variable,R.drawable.bleak_boots,this.idImage = R.drawable.bleak_boots;
BleakGloves.java,13,R_drawable_variable,R.drawable.bleak_gloves,this.idImage = R.drawable.bleak_gloves;
Blueberry.java,12,R_drawable_variable,R.drawable.blueberry,this.idImage = R.drawable.blueberry;
BlueberryPancake.java,12,R_drawable_variable,R.drawable.blueberry_pancake,this.idImage = R.drawable.blueberry_pancake;
BlueberrySmoothie.java,12,R_drawable_variable,R.drawable.blueberry_smoothie,this.idImage = R.drawable.blueberry_smoothie;
BoarTusk.java,12,R_drawable_variable,R.drawable.boar_tusk,this.idImage = R.drawable.boar_tusk;
BoneFragment.java,12,R_drawable_variable,R.drawable.bone_fragment,this.idImage = R.drawable.bone_fragment;
BottledSandSpirit.java,12,R_drawable_variable,R.drawable.bottled_sand_spirit,this.idImage = R.drawable.bottled_sand_spirit;
Bread.java,12,R_drawable_variable,R.drawable.bread,this.idImage = R.drawable.bread;
BreathtakingRobe.java,15,R_drawable_variable,R.drawable.breathtaking_robe,this.idImage = R.drawable.breathtaking_robe;
BurningCenser.java,13,R_drawable_variable,R.drawable.burning_censer,this.idImage = R.drawable.burning_censer;
BurningEffigy.java,13,R_drawable_variable,R.drawable.burning_effigy,this.idImage = R.drawable.burning_effigy;
Butter.java,12,R_drawable_variable,R.drawable.butter,this.idImage = R.drawable.butter;
Cane.java,12,R_drawable_variable,R.drawable.cane,this.idImage = R.drawable.cane;
CelestialArmor.java,12,R_drawable_variable,R.drawable.celestial_armor,this.idImage = R.drawable.celestial_armor;
CelestialHelmet.java,12,R_drawable_variable,R.drawable.celestial_helmet,this.idImage = R.drawable.celestial_helmet;
CelestialMercy.java,13,R_drawable_variable,R.drawable.celestials_mercy,this.idImage = R.drawable.celestials_mercy;
CelestialMetal.java,12,R_drawable_variable,R.drawable.celestial_metal,this.idImage = R.drawable.celestial_metal;
CelestialScraps.java,12,R_drawable_variable,R.drawable.celestial_scraps,this.idImage = R.drawable.celestial_scraps;
CelestialShield.java,12,R_drawable_variable,R.drawable.celestial_shield,this.idImage = R.drawable.celestial_shield;
CelestialSword.java,12,R_drawable_variable,R.drawable.celestial_sword,this.idImage = R.drawable.celestial_sword;
CeremonialCake.java,12,R_drawable_variable,R.drawable.ceremonial_cake,this.idImage = R.drawable.ceremonial_cake;
CeremonialDagger.java,18,R_drawable_variable,R.drawable.ceremonial_dagger,this.idImage = R.drawable.ceremonial_dagger;
ChainLink.java,12,R_drawable_variable,R.drawable.chain_link,this.idImage = R.drawable.chain_link;
ChainOfRedemption.java,12,R_drawable_variable,R.drawable.chain_of_redemption,this.idImage = R.drawable.chain_of_redemption;
ChampionArmor.java,14,R_drawable_variable,R.drawable.champion_armor,this.idImage = R.drawable.champion_armor;
CharredHeart.java,12,R_drawable_variable,R.drawable.charred_heart,this.idImage = R.drawable.charred_heart;
Cheese.java,12,R_drawable_variable,R.drawable.cheese,this.idImage = R.drawable.cheese;
Cheesecake.java,12,R_drawable_variable,R.drawable.cheesecake,this.idImage = R.drawable.cheesecake;
CheeseRisotto.java,12,R_drawable_variable,R.drawable.cheese_risotto,this.idImage = R.drawable.cheese_risotto;
ChiefScientistCoat.java,13,R_drawable_variable,R.drawable.chief_scientist_coat,this.idImage = R.drawable.chief_scientist_coat;
Chocolate.java,12,R_drawable_variable,R.drawable.chocolate,this.idImage = R.drawable.chocolate;
CleansingPotion.java,12,R_drawable_variable,R.drawable.cleansing_potion,this.idImage = R.drawable.cleansing_potion;
CloakOfRedemption.java,14,R_drawable_variable,R.drawable.cloak_of_redemption,this.idImage = R.drawable.cloak_of_redemption;
Cloth.java,12,R_drawable_variable,R.drawable.cloth,this.idImage = R.drawable.cloth;
ClothRobe.java,12,R_drawable_variable,R.drawable.cloth_robe,this.idImage = R.drawable.cloth_robe;
CobwebBundle.java,12,R_drawable_variable,R.drawable.cobweb_bundle,this.idImage = R.drawable.cobweb_bundle;
Coffee.java,12,R_drawable_variable,R.drawable.coffee,this.idImage = R.drawable.coffee;
CoinPurse.java,12,R_drawable_variable,R.drawable.coin_purse,this.idImage = R.drawable.coin_purse;
ColossalSword.java,14,R_drawable_variable,R.drawable.colossal_sword,this.idImage = R.drawable.colossal_sword;
ConstructEgg.java,13,R_drawable_variable,R.drawable.egg_construct,this.idImage = R.drawable.egg_construct;
ContainmentOrb.java,12,R_drawable_variable,R.drawable.containment_orb,this.idImage = R.drawable.containment_orb;
Cookie.java,12,R_drawable_variable,R.drawable.cookie,this.idImage = R.drawable.cookie;
CopperArmor.java,13,R_drawable_variable,R.drawable.copper_armor,this.idImage = R.drawable.copper_armor;
CopperHelmet.java,12,R_drawable_variable,R.drawable.copper_helmet,this.idImage = R.drawable.copper_helmet;
CopperIngot.java,12,R_drawable_variable,R.drawable.copper_ingot,this.idImage = R.drawable.copper_ingot;
CopperOre.java,12,R_drawable_variable,R.drawable.copper_ore,this.idImage = R.drawable.copper_ore;
CopperSword.java,12,R_drawable_variable,R.drawable.copper_sword,this.idImage = R.drawable.copper_sword;
CorruptedDagger.java,12,R_drawable_variable,R.drawable.corrupted_dagger,this.idImage = R.drawable.corrupted_dagger;
CorruptedShield.java,12,R_drawable_variable,R.drawable.corrupted_shield,this.idImage = R.drawable.corrupted_shield;
CorruptedStaff.java,12,R_drawable_variable,R.drawable.corrupted_staff,this.idImage = R.drawable.corrupted_staff;
CorsairLeather.java,12,R_drawable_variable,R.drawable.corsair_leather,this.idImage = R.drawable.corsair_leather;
CosmicViolin.java,13,R_drawable_variable,R.drawable.cosmic_violin,this.idImage = R.drawable.cosmic_violin;
CottontailFur.java,12,R_drawable_variable,R.drawable.cottontail_fur,this.idImage = R.drawable.cottontail_fur;
CottontailJacket.java,13,R_drawable_variable,R.drawable.cottontail_jacket,this.idImage = R.drawable.cottontail_jacket;
CrimsonBrew.java,12,R_drawable_variable,R.drawable.crimson_brew,this.idImage = R.drawable.crimson_brew;
CrimsonLeech.java,13,R_drawable_variable,R.drawable.crimson_leech,this.idImage = R.drawable.crimson_leech;
CrusaderInsigna.java,12,R_drawable_variable,R.drawable.crusader_insigna,this.idImage = R.drawable.crusader_insigna;
CrushingDepth.java,15,R_drawable_variable,R.drawable.crushing_depth,this.idImage = R.drawable.crushing_depth;
CrystalDagger.java,13,R_drawable_variable,R.drawable.crystal_dagger,this.idImage = R.drawable.crystal_dagger;
CrystalStaff.java,13,R_drawable_variable,R.drawable.crystal_staff,this.idImage = R.drawable.crystal_staff;
CunningDemise.java,15,R_drawable_variable,R.drawable.cunning_demise,this.idImage = R.drawable.cunning_demise;
CunningDownfall.java,15,R_drawable_variable,R.drawable.cunning_downfall,this.idImage = R.drawable.cunning_downfall;
CursedBow.java,14,R_drawable_variable,R.drawable.cursed_bow,this.idImage = R.drawable.cursed_bow;
CursedClaws.java,14,R_drawable_variable,R.drawable.cursed_claws,this.idImage = R.drawable.cursed_claws;
CursedHelm.java,13,R_drawable_variable,R.drawable.cursed_helm,this.idImage = R.drawable.cursed_helm;
CursedJacket.java,13,R_drawable_variable,R.drawable.cursed_jacket,this.idImage = R.drawable.cursed_jacket;
CursedScepter.java,13,R_drawable_variable,R.drawable.cursed_scepter,this.idImage = R.drawable.cursed_scepter;
CursedSilver.java,12,R_drawable_variable,R.drawable.cursed_silver,this.idImage = R.drawable.cursed_silver;
DeathRayScepter.java,13,R_drawable_variable,R.drawable.death_ray_scepter,this.idImage = R.drawable.death_ray_scepter;
DecomposedLimb.java,12,R_drawable_variable,R.drawable.decomposed_limb,this.idImage = R.drawable.decomposed_limb;
DeepSeaJacket.java,13,R_drawable_variable,R.drawable.deep_sea_jacket,this.idImage = R.drawable.deep_sea_jacket;
DeepSeaRobe.java,13,R_drawable_variable,R.drawable.deep_sea_robe,this.idImage = R.drawable.deep_sea_robe;
DeepSeaVelvet.java,12,R_drawable_variable,R.drawable.deep_sea_velvet,this.idImage = R.drawable.deep_sea_velvet;
DeviledEggs.java,12,R_drawable_variable,R.drawable.deviled_eggs,this.idImage = R.drawable.deviled_eggs;
Diamond.java,13,R_drawable_variable,R.drawable.diamond,this.idImage = R.drawable.diamond;
DiamondAmulet.java,13,R_drawable_variable,R.drawable.diamond_amulet,this.idImage = R.drawable.diamond_amulet;
DinoRibs.java,12,R_drawable_variable,R.drawable.dino_ribs,this.idImage = R.drawable.dino_ribs;
DivineEmbryo.java,13,R_drawable_variable,R.drawable.divine_embryo,this.idImage = R.drawable.divine_embryo;
DivineLarvae.java,13,R_drawable_variable,R.drawable.divine_larvae,this.idImage = R.drawable.divine_larvae;
DivineZygote.java,14,R_drawable_variable,R.drawable.divine_zygote,this.idImage = R.drawable.divine_zygote;
DjinnTonic.java,13,R_drawable_variable,R.drawable.djinn_tonic,this.idImage = R.drawable.djinn_tonic;
DreadfulMorningstar.java,15,R_drawable_variable,R.drawable.dreadful_morningstar,this.idImage = R.drawable.dreadful_morningstar;
Dreamcatcher.java,13,R_drawable_variable,R.drawable.dreamcatcher,this.idImage = R.drawable.dreamcatcher;
DreamwroughtArmor.java,12,R_drawable_variable,R.drawable.dreamwrought_armor,this.idImage = R.drawable.dreamwrought_armor;
DreamwroughtBoots.java,12,R_drawable_variable,R.drawable.dreamwrought_boots,this.idImage = R.drawable.dreamwrought_boots;
DreamwroughtBow.java,12,R_drawable_variable,R.drawable.dreamwrought_bow,this.idImage = R.drawable.dreamwrought_bow;
DreamwroughtGloves.java,12,R_drawable_variable,R.drawable.dreamwrought_gloves,this.idImage = R.drawable.dreamwrought_gloves;
DreamwroughtHide.java,12,R_drawable_variable,R.drawable.dreamwrought_hide,this.idImage = R.drawable.dreamwrought_hide;
DreamwroughtJacket.java,12,R_drawable_variable,R.drawable.dreamwrought_jacket,this.idImage = R.drawable.dreamwrought_jacket;
DreamwroughtLarva.java,12,R_drawable_variable,R.drawable.dreamwrought_larva,this.idImage = R.drawable.dreamwrought_larva;
DreamwroughtMane.java,12,R_drawable_variable,R.drawable.dreamwrought_mane,this.idImage = R.drawable.dreamwrought_mane;
DreamwroughtRobe.java,12,R_drawable_variable,R.drawable.dreamwrought_robe,this.idImage = R.drawable.dreamwrought_robe;
DreamwroughtSilk.java,12,R_drawable_variable,R.drawable.dreamwrought_silk,this.idImage = R.drawable.dreamwrought_silk;
DreamwroughtStaff.java,12,R_drawable_variable,R.drawable.dreamwrought_staff,this.idImage = R.drawable.dreamwrought_staff;
DreamwroughtSteel.java,12,R_drawable_variable,R.drawable.dreamwrought_steel,this.idImage = R.drawable.dreamwrought_steel;
DryadsBlessing.java,13,R_drawable_variable,R.drawable.dryads_blessing,this.idImage = R.drawable.dryads_blessing;
DryadsCurse.java,18,R_drawable_variable,R.drawable.dryads_curse,this.idImage = R.drawable.dryads_curse;
DuelistArmor.java,13,R_drawable_variable,R.drawable.duelist_armor,this.idImage = R.drawable.duelist_armor;
Egg.java,12,R_drawable_variable,R.drawable.egg,this.idImage = R.drawable.egg;
ElasticBoots.java,12,R_drawable_variable,R.drawable.elastic_boots,this.idImage = R.drawable.elastic_boots;
ElasticMembrane.java,12,R_drawable_variable,R.drawable.elastic_membrane,this.idImage = R.drawable.elastic_membrane;
ElasticRobe.java,12,R_drawable_variable,R.drawable.elastic_robe,this.idImage = R.drawable.elastic_robe;
EldritchMitre.java,13,R_drawable_variable,R.drawable.eldritch_mitre,this.idImage = R.drawable.eldritch_mitre;
EldritchSeal.java,12,R_drawable_variable,R.drawable.eldritch_seal,this.idImage = R.drawable.eldritch_seal;
EldritchShred.java,12,R_drawable_variable,R.drawable.eldritch_shred,this.idImage = R.drawable.eldritch_shred;
EldritchTendril.java,12,R_drawable_variable,R.drawable.eldritch_tendril,this.idImage = R.drawable.eldritch_tendril;
ElectricCatalyst.java,12,R_drawable_variable,R.drawable.electric_catalyst,this.idImage = R.drawable.electric_catalyst;
ElixirOfAffinity.java,12,R_drawable_variable,R.drawable.elixir_of_affinity,this.idImage = R.drawable.elixir_of_affinity;
ElixirOfLearning.java,12,R_drawable_variable,R.drawable.elixir_of_learning,this.idImage = R.drawable.elixir_of_learning;
ElongatedBone.java,12,R_drawable_variable,R.drawable.elongated_bone,this.idImage = R.drawable.elongated_bone;
ElysianWood.java,12,R_drawable_variable,R.drawable.elysian_wood,this.idImage = R.drawable.elysian_wood;
Emerald.java,12,R_drawable_variable,R.drawable.emerald,this.idImage = R.drawable.emerald;
EmeraldRing.java,13,R_drawable_variable,R.drawable.emerald_ring,this.idImage = R.drawable.emerald_ring;
EnchantedStaff.java,12,R_drawable_variable,R.drawable.enchanted_staff,this.idImage = R.drawable.enchanted_staff;
EnlightedServant.java,14,R_drawable_variable,R.drawable.enlighted_servant,this.idImage = R.drawable.enlighted_servant;
EsotericEgg.java,13,R_drawable_variable,R.drawable.egg_esoteric,this.idImage = R.drawable.egg_esoteric;
EssenceOfCorruption.java,12,R_drawable_variable,R.drawable.essence_of_corruption,this.idImage = R.drawable.essence_of_corruption;
EternalHunger.java,13,R_drawable_variable,R.drawable.eternal_hunger,this.idImage = R.drawable.eternal_hunger;
Evo23Vial.java,12,R_drawable_variable,R.drawable.evo23_vial,this.idImage = R.drawable.evo23_vial;
Evo23Vial.java,20,R_drawable_variable,R.drawable.consume_evo23_vial,return R.drawable.consume_evo23_vial;
Evo23Vial2.java,12,R_drawable_variable,R.drawable.evo23_vial,this.idImage = R.drawable.evo23_vial;
Evo23Vial2.java,19,R_drawable_variable,R.drawable.consume_evo23_vial,return R.drawable.consume_evo23_vial;
ExaltedPowder.java,13,R_drawable_variable,R.drawable.exalted_powder,this.idImage = R.drawable.exalted_powder;
ExoticBoots.java,12,R_drawable_variable,R.drawable.exotic_boots,this.idImage = R.drawable.exotic_boots;
ExoticFruitSalad.java,12,R_drawable_variable,R.drawable.exotic_fruit_salad,this.idImage = R.drawable.exotic_fruit_salad;
ExoticRobe.java,12,R_drawable_variable,R.drawable.exotic_robe,this.idImage = R.drawable.exotic_robe;
ExoticVelvet.java,12,R_drawable_variable,R.drawable.exotic_velvet,this.idImage = R.drawable.exotic_velvet;
EyeOfTheAbyss.java,12,R_drawable_variable,R.drawable.eye_of_the_abyss,this.idImage = R.drawable.eye_of_the_abyss;
EyeOfUr.java,13,R_drawable_variable,R.drawable.eye_of_ur,this.idImage = R.drawable.eye_of_ur;
EyesOfTheSwordsman.java,13,R_drawable_variable,R.drawable.eyes_of_the_swordsman,this.idImage = R.drawable.eyes_of_the_swordsman;
FangDagger.java,12,R_drawable_variable,R.drawable.fang_dagger,this.idImage = R.drawable.fang_dagger;
Feather.java,12,R_drawable_variable,R.drawable.feather,this.idImage = R.drawable.feather;
FeatherRobe.java,12,R_drawable_variable,R.drawable.feather_robe,this.idImage = R.drawable.feather_robe;
FireCatalyst.java,12,R_drawable_variable,R.drawable.fire_catalyst,this.idImage = R.drawable.fire_catalyst;
FireproofOil.java,12,R_drawable_variable,R.drawable.fireproof_oil,this.idImage = R.drawable.fireproof_oil;
FlakeOfInfinity.java,12,R_drawable_variable,R.drawable.flake_of_infinity,this.idImage = R.drawable.flake_of_infinity;
FleetfootArmor.java,13,R_drawable_variable,R.drawable.fleetfoot_armor,this.idImage = R.drawable.fleetfoot_armor;
FleetfootBoots.java,13,R_drawable_variable,R.drawable.fleetfoot_boots,this.idImage = R.drawable.fleetfoot_boots;
FleetfootFabric.java,12,R_drawable_variable,R.drawable.fleetfoot_fabric,this.idImage = R.drawable.fleetfoot_fabric;
FleetfootGloves.java,13,R_drawable_variable,R.drawable.fleetfoot_gloves,this.idImage = R.drawable.fleetfoot_gloves;
FleetfootJacket.java,13,R_drawable_variable,R.drawable.fleetfoot_jacket,this.idImage = R.drawable.fleetfoot_jacket;
FleetfootRobe.java,13,R_drawable_variable,R.drawable.fleetfoot_robe,this.idImage = R.drawable.fleetfoot_robe;
Flute.java,13,R_drawable_variable,R.drawable.flute,this.idImage = R.drawable.flute;
FluxLimiter.java,12,R_drawable_variable,R.drawable.flux_limiter,this.idImage = R.drawable.flux_limiter;
FlyingReaper.java,18,R_drawable_variable,R.drawable.flying_reaper,this.idImage = R.drawable.flying_reaper;
FocusedScepter.java,13,R_drawable_variable,R.drawable.focused_scepter,this.idImage = R.drawable.focused_scepter;
FreshSalmon.java,12,R_drawable_variable,R.drawable.fresh_salmon,this.idImage = R.drawable.fresh_salmon;
FreshTuna.java,12,R_drawable_variable,R.drawable.fresh_tuna,this.idImage = R.drawable.fresh_tuna;
FrostCrystal.java,12,R_drawable_variable,R.drawable.frost_crystal,this.idImage = R.drawable.frost_crystal;
FrostmetalArmor.java,13,R_drawable_variable,R.drawable.frostmetal_armor,this.idImage = R.drawable.frostmetal_armor;
FrostmetalDagger.java,12,R_drawable_variable,R.drawable.frostmetal_dagger,this.idImage = R.drawable.frostmetal_dagger;
FrostmetalIngot.java,12,R_drawable_variable,R.drawable.frostmetal_ingot,this.idImage = R.drawable.frostmetal_ingot;
FrostmetalOre.java,12,R_drawable_variable,R.drawable.frostmetal_ore,this.idImage = R.drawable.frostmetal_ore;
FrostmetalSword.java,12,R_drawable_variable,R.drawable.frostmetal_sword,this.idImage = R.drawable.frostmetal_sword;
FrostNucleus.java,12,R_drawable_variable,R.drawable.frost_nucleus,this.idImage = R.drawable.frost_nucleus;
FrozenBreathBroth.java,12,R_drawable_variable,R.drawable.frozen_breath_broth,this.idImage = R.drawable.frozen_breath_broth;
FrozenEgg.java,12,R_drawable_variable,R.drawable.frozen_egg,this.idImage = R.drawable.frozen_egg;
FrozenEggPendant.java,13,R_drawable_variable,R.drawable.frozen_egg_pendant,this.idImage = R.drawable.frozen_egg_pendant;
FrozenEmbrace.java,15,R_drawable_variable,R.drawable.frozen_embrace,this.idImage = R.drawable.frozen_embrace;
FrozenScale.java,12,R_drawable_variable,R.drawable.frozen_scale,this.idImage = R.drawable.frozen_scale;
FruitSalad.java,12,R_drawable_variable,R.drawable.fruit_salad,this.idImage = R.drawable.fruit_salad;
FullmoonDagger.java,13,R_drawable_variable,R.drawable.fullmoon_dagger,this.idImage = R.drawable.fullmoon_dagger;
GemOfProtection.java,12,R_drawable_variable,R.drawable.gem_of_protection,this.idImage = R.drawable.gem_of_protection;
Geode.java,12,R_drawable_variable,R.drawable.geode,this.idImage = R.drawable.geode;
Geode.java,19,R_drawable_variable,R.drawable.consume_geode,return R.drawable.consume_geode;
GhastlyCuirass.java,13,R_drawable_variable,R.drawable.ghastly_cuirass,this.idImage = R.drawable.ghastly_cuirass;
GhastlyScimitar.java,13,R_drawable_variable,R.drawable.ghastly_scimitar,this.idImage = R.drawable.ghastly_scimitar;
GhastlyShield.java,13,R_drawable_variable,R.drawable.ghastly_shield,this.idImage = R.drawable.ghastly_shield;
GhostRabbitCloak.java,13,R_drawable_variable,R.drawable.ghost_rabbit_cloak,this.idImage = R.drawable.ghost_rabbit_cloak;
GhostwoodBoard.java,12,R_drawable_variable,R.drawable.ghostwood_board,this.idImage = R.drawable.ghostwood_board;
GhostwoodBow.java,12,R_drawable_variable,R.drawable.ghostwood_bow,this.idImage = R.drawable.ghostwood_bow;
GhostwoodShield.java,12,R_drawable_variable,R.drawable.ghostwood_shield,this.idImage = R.drawable.ghostwood_shield;
GhostwoodStump.java,12,R_drawable_variable,R.drawable.ghostwood_stump,this.idImage = R.drawable.ghostwood_stump;
GiantMothWing.java,12,R_drawable_variable,R.drawable.giant_moth_wing,this.idImage = R.drawable.giant_moth_wing;
GiantShellFragment.java,12,R_drawable_variable,R.drawable.giant_shell_fragment,this.idImage = R.drawable.giant_shell_fragment;
GiftOfLight.java,12,R_drawable_variable,R.drawable.gift_of_light,this.idImage = R.drawable.gift_of_light;
Glass.java,12,R_drawable_variable,R.drawable.glass,this.idImage = R.drawable.glass;
GlassKnife.java,12,R_drawable_variable,R.drawable.glass_knife,this.idImage = R.drawable.glass_knife;
GlazedDonut.java,12,R_drawable_variable,R.drawable.glazed_donut,this.idImage = R.drawable.glazed_donut;
GoldenArmor.java,13,R_drawable_variable,R.drawable.golden_armor,this.idImage = R.drawable.golden_armor;
GoldenBoots.java,12,R_drawable_variable,R.drawable.golden_boots,this.idImage = R.drawable.golden_boots;
GoldenGauntlets.java,12,R_drawable_variable,R.drawable.golden_gauntlets,this.idImage = R.drawable.golden_gauntlets;
GoldenHelm.java,12,R_drawable_variable,R.drawable.golden_helm,this.idImage = R.drawable.golden_helm;
GoldenShield.java,12,R_drawable_variable,R.drawable.golden_shield,this.idImage = R.drawable.golden_shield;
GoldenSword.java,12,R_drawable_variable,R.drawable.golden_sword,this.idImage = R.drawable.golden_sword;
GoldIngot.java,12,R_drawable_variable,R.drawable.gold_ingot,this.idImage = R.drawable.gold_ingot;
GoldScraps.java,12,R_drawable_variable,R.drawable.gold_scraps,this.idImage = R.drawable.gold_scraps;
GourmetIcecream.java,12,R_drawable_variable,R.drawable.gourmet_icecream,this.idImage = R.drawable.gourmet_icecream;
Grains.java,12,R_drawable_variable,R.drawable.grains,this.idImage = R.drawable.grains;
GreenSlime.java,12,R_drawable_variable,R.drawable.green_slime,this.idImage = R.drawable.green_slime;
GrilledCheese.java,12,R_drawable_variable,R.drawable.grilled_cheese,this.idImage = R.drawable.grilled_cheese;
HeartOfDarkness.java,12,R_drawable_variable,R.drawable.heart_of_darkness,this.idImage = R.drawable.heart_of_darkness;
HeavenAndHell.java,12,R_drawable_variable,R.drawable.heaven_and_hell,this.idImage = R.drawable.heaven_and_hell;
HellishRations.java,13,R_drawable_variable,R.drawable.hellish_ration,this.idImage = R.drawable.hellish_ration;
HolyWater.java,12,R_drawable_variable,R.drawable.holy_water,this.idImage = R.drawable.holy_water;
IceCage.java,15,R_drawable_variable,R.drawable.ice_cage,this.idImage = R.drawable.ice_cage;
IceCatalyst.java,12,R_drawable_variable,R.drawable.ice_catalyst,this.idImage = R.drawable.ice_catalyst;
IceFiber.java,12,R_drawable_variable,R.drawable.ice_fiber,this.idImage = R.drawable.ice_fiber;
Icicle.java,15,R_drawable_variable,R.drawable.icicle,this.idImage = R.drawable.icicle;
IgnitionOrb.java,13,R_drawable_variable,R.drawable.ignition_orb,this.idImage = R.drawable.ignition_orb;
ImperialShield.java,12,R_drawable_variable,R.drawable.imperial_shield,this.idImage = R.drawable.imperial_shield;
ImperialStaff.java,12,R_drawable_variable,R.drawable.imperial_staff,this.idImage = R.drawable.imperial_staff;
InfectedBlood.java,12,R_drawable_variable,R.drawable.infected_blood,this.idImage = R.drawable.infected_blood;
InfernalBow.java,14,R_drawable_variable,R.drawable.infernal_bow,this.idImage = R.drawable.infernal_bow;
InfernalChakram.java,18,R_drawable_variable,R.drawable.infernal_chakram,this.idImage = R.drawable.infernal_chakram;
Infernite.java,12,R_drawable_variable,R.drawable.infernite,this.idImage = R.drawable.infernite;
InfiniteDespair.java,13,R_drawable_variable,R.drawable.infinite_despair,this.idImage = R.drawable.infinite_despair;
InfinityHat.java,13,R_drawable_variable,R.drawable.infinity_hat,this.idImage = R.drawable.infinity_hat;
