File,Line,Pattern,Match,Context
DialogTavern.java,332,getDrawable,getDrawable(getResources(),"this.binding.lock.setBackground(ResourcesCompat.getDrawable(getResources(), R.drawable.lock_open, getContext().getTheme()));"
DialogTavern.java,332,R_drawable_variable,R.drawable.lock_open,"this.binding.lock.setBackground(ResourcesCompat.getDrawable(getResources(), R.drawable.lock_open, getContext().getTheme()));"
DialogTavern.java,335,getDrawable,getDrawable(getResources(),"this.binding.lock.setBackground(ResourcesCompat.getDrawable(getResources(), R.drawable.lock_close, getContext().getTheme()));"
DialogTavern.java,335,R_drawable_variable,R.drawable.lock_close,"this.binding.lock.setBackground(ResourcesCompat.getDrawable(getResources(), R.drawable.lock_close, getContext().getTheme()));"
DialogWorkshop.java,227,getDrawable,getDrawable(getContext(),"imageView.setImageDrawable(ResourcesCompat.getDrawable(getContext().getResources(), R.drawable.check_brass, getContext().getTheme()));"
DialogWorkshop.java,227,R_drawable_variable,R.drawable.check_brass,"imageView.setImageDrawable(ResourcesCompat.getDrawable(getContext().getResources(), R.drawable.check_brass, getContext().getTheme()));"
DialogWorkshop.java,262,getDrawable,getDrawable(getContext(),"layoutWorkshopItemBindingInflate.item.image.setImageDrawable(ResourcesCompat.getDrawable(getContext().getResources(), itemAction.getItem().getIdImage("
DialogWorkshop.java,263,R_drawable_variable,R.drawable.object_border_rounded_left,layoutWorkshopItemBindingInflate.item.image.setBackgroundResource(R.drawable.object_border_rounded_left);
DialogWorkshop.java,269,getDrawable,getDrawable(getContext(),"layoutWorkshopItemBindingInflate.action.setImageDrawable(ResourcesCompat.getDrawable(getContext().getResources(), z ? R.drawable.check_brass : R.drawa"
DialogWorkshop.java,269,R_drawable_variable,R.drawable.check_brass,"layoutWorkshopItemBindingInflate.action.setImageDrawable(ResourcesCompat.getDrawable(getContext().getResources(), z ? R.drawable.check_brass : R.drawa"
DialogWorkshop.java,269,R_drawable_variable,R.drawable.delete,"layoutWorkshopItemBindingInflate.action.setImageDrawable(ResourcesCompat.getDrawable(getContext().getResources(), z ? R.drawable.check_brass : R.drawa"
DungeonsFragment.java,40,getDrawable,getDrawable(getResources(),"area.getLayout().dungeonImage.setImageDrawable(ResourcesCompat.getDrawable(getResources(), area.getSummaryDrawable(), getContext().getTheme()));"
RaidsFragment.java,48,getDrawable,getDrawable(getResources(),"area.getLayout().dungeonImage.setImageDrawable(ResourcesCompat.getDrawable(getResources(), area.getSummaryDrawable(), getContext().getTheme()));"
StatusEffectType.java,7,R_drawable_variable,R.drawable.icon_effect_taunt,"TAUNT(R.string.status_effect_taunt, R.string.status_effect_taunt_description, R.drawable.icon_effect_taunt, true, false),"
StatusEffectType.java,8,R_drawable_variable,R.drawable.icon_effect_defensive_stance,"DEFENSIVE_STANCE(R.string.status_effect_defensive_stance, R.string.status_effect_defensive_stance_description, R.drawable.icon_effect_defensive_stance"
StatusEffectType.java,9,R_drawable_variable,R.drawable.icon_effect_stun,"STUN(R.string.status_effect_stun, R.string.status_effect_stun_description, R.drawable.icon_effect_stun, true, true),"
StatusEffectType.java,10,R_drawable_variable,R.drawable.icon_effect_stun,"STUN_NOT_CLEANSABLE(R.string.status_effect_stun, R.string.status_effect_stun_description, R.drawable.icon_effect_stun, false, true),"
StatusEffectType.java,11,R_drawable_variable,R.drawable.icon_effect_silence,"SILENCE(R.string.status_effect_silence, R.string.status_effect_silence_description, R.drawable.icon_effect_silence, true, true),"
StatusEffectType.java,12,R_drawable_variable,R.drawable.icon_effect_ablaze,"ABLAZE(R.string.status_effect_ablaze, R.string.status_effect_ablaze_description, R.drawable.icon_effect_ablaze, true, true),"
StatusEffectType.java,13,R_drawable_variable,R.drawable.icon_effect_poison,"POISON(R.string.status_effect_poison, R.string.status_effect_poison_description, R.drawable.icon_effect_poison, true, true),"
StatusEffectType.java,14,R_drawable_variable,R.drawable.icon_effect_regeneration,"REGENERATION(R.string.status_effect_regeneration, R.string.status_effect_regeneration_description, R.drawable.icon_effect_regeneration, false, true),"
StatusEffectType.java,15,R_drawable_variable,R.drawable.icon_effect_curse,"LESSER_CURSE(R.string.status_effect_lesser_curse, R.string.status_effect_lesser_curse_description, R.drawable.icon_effect_curse, true, false),"
StatusEffectType.java,16,R_drawable_variable,R.drawable.icon_effect_curse,"CURSE(R.string.status_effect_curse, R.string.status_effect_curse_description, R.drawable.icon_effect_curse, true, false),"
StatusEffectType.java,17,R_drawable_variable,R.drawable.icon_effect_curse,"GREATER_CURSE(R.string.status_effect_greater_curse, R.string.status_effect_greater_curse_description, R.drawable.icon_effect_curse, true, false),"
StatusEffectType.java,18,R_drawable_variable,R.drawable.icon_effect_curse,"OMINOUS_CURSE(R.string.status_effect_ominous_curse, R.string.status_effect_ominous_curse_description, R.drawable.icon_effect_curse, true, false),"
StatusEffectType.java,19,R_drawable_variable,R.drawable.icon_effect_curse,"ABHORRENT_CURSE(R.string.status_effect_abhorrent_curse, R.string.status_effect_abhorrent_curse_description, R.drawable.icon_effect_curse, true, false)"
StatusEffectType.java,20,R_drawable_variable,R.drawable.icon_effect_bleed,"BLEED(R.string.status_effect_bleed, R.string.status_effect_bleed_description, R.drawable.icon_effect_bleed, true, true),"
StatusEffectType.java,21,R_drawable_variable,R.drawable.icon_effect_delirium,"DELIRIUM(R.string.status_effect_delirium, R.string.status_effect_delirium_description, R.drawable.icon_effect_delirium, false, true),"
StatusEffectType.java,22,R_drawable_variable,R.drawable.icon_effect_frenzy,"FRENZY(R.string.status_effect_frenzy, R.string.status_effect_frenzy_description, R.drawable.icon_effect_frenzy, false, true),"
StatusEffectType.java,23,R_drawable_variable,R.drawable.icon_effect_anointed,"ANOINTED(R.string.status_effect_anointed, R.string.status_effect_anointed_description, R.drawable.icon_effect_anointed, false, true),"
StatusEffectType.java,24,R_drawable_variable,R.drawable.skeleton_key,"SKELETON_KEY(R.string.status_effect_skeleton_key, R.string.status_effect_skeleton_key_description, R.drawable.skeleton_key, false, false),"
StatusEffectType.java,25,R_drawable_variable,R.drawable.feeble_tether,"FEEBLE_TETHER(R.string.status_effect_feeble_tether, R.string.status_effect_feeble_tether_description, R.drawable.feeble_tether, false, true),"
StatusEffectType.java,26,R_drawable_variable,R.drawable.icon_effect_inspire,"INSPIRE(R.string.status_effect_inspire, R.string.status_effect_inspire_description, R.drawable.icon_effect_inspire, false, true),"
StatusEffectType.java,27,R_drawable_variable,R.drawable.icon_effect_exalt,"EXALT(R.string.status_effect_exalt, R.string.status_effect_exalt_description, R.drawable.icon_effect_exalt, false, true),"
StatusEffectType.java,28,R_drawable_variable,R.drawable.icon_effect_petrify,"PETRIFY(R.string.status_effect_petrify, R.string.status_effect_petrify_description, R.drawable.icon_effect_petrify, true, true),"
StatusEffectType.java,29,R_drawable_variable,R.drawable.icon_effect_false_life,"FALSE_LIFE(R.string.status_effect_false_life, R.string.status_effect_false_life_description, R.drawable.icon_effect_false_life, false, true),"
StatusEffectType.java,30,R_drawable_variable,R.drawable.icon_effect_terrify,"TERRIFY(R.string.status_effect_terrify, R.string.status_effect_terrify_description, R.drawable.icon_effect_terrify, true, true),"
StatusEffectType.java,31,R_drawable_variable,R.drawable.icon_effect_freeze,"FROZEN(R.string.status_effect_freeze, R.string.status_effect_freeze_description, R.drawable.icon_effect_freeze, true, true);"
Area.java,2940,getDrawable,"getDrawable(resources, adventurer.getImageId()","getLayout().adventurerImage1.adventurerImage.setImageDrawable(ResourcesCompat.getDrawable(resources, adventurer.getImageId(), theme));"
Area.java,2941,R_drawable_variable,R.drawable.object_border_ascended,getLayout().adventurerImage1.adventurerImage.setBackgroundResource(adventurer.isAscended() ? R.drawable.object_border_ascended : R.drawable.object_bor
Area.java,2941,R_drawable_variable,R.drawable.object_border_dim_white,getLayout().adventurerImage1.adventurerImage.setBackgroundResource(adventurer.isAscended() ? R.drawable.object_border_ascended : R.drawable.object_bor
Area.java,2945,getDrawable,"getDrawable(resources, adventurer2.getImageId()","getLayout().adventurerImage2.adventurerImage.setImageDrawable(ResourcesCompat.getDrawable(resources, adventurer2.getImageId(), theme));"
Area.java,2946,R_drawable_variable,R.drawable.object_border_ascended,getLayout().adventurerImage2.adventurerImage.setBackgroundResource(adventurer2.isAscended() ? R.drawable.object_border_ascended : R.drawable.object_bo
Area.java,2946,R_drawable_variable,R.drawable.object_border_dim_white,getLayout().adventurerImage2.adventurerImage.setBackgroundResource(adventurer2.isAscended() ? R.drawable.object_border_ascended : R.drawable.object_bo
Area.java,2950,getDrawable,"getDrawable(resources, adventurer3.getImageId()","getLayout().adventurerImage3.adventurerImage.setImageDrawable(ResourcesCompat.getDrawable(resources, adventurer3.getImageId(), theme));"
Area.java,2951,R_drawable_variable,R.drawable.object_border_ascended,getLayout().adventurerImage3.adventurerImage.setBackgroundResource(adventurer3.isAscended() ? R.drawable.object_border_ascended : R.drawable.object_bo
Area.java,2951,R_drawable_variable,R.drawable.object_border_dim_white,getLayout().adventurerImage3.adventurerImage.setBackgroundResource(adventurer3.isAscended() ? R.drawable.object_border_ascended : R.drawable.object_bo
Area.java,2955,getDrawable,"getDrawable(resources, adventurer4.getImageId()","getLayout().adventurerImage4.adventurerImage.setImageDrawable(ResourcesCompat.getDrawable(resources, adventurer4.getImageId(), theme));"
Area.java,2956,R_drawable_variable,R.drawable.object_border_ascended,getLayout().adventurerImage4.adventurerImage.setBackgroundResource(adventurer4.isAscended() ? R.drawable.object_border_ascended : R.drawable.object_bo
Area.java,2956,R_drawable_variable,R.drawable.object_border_dim_white,getLayout().adventurerImage4.adventurerImage.setBackgroundResource(adventurer4.isAscended() ? R.drawable.object_border_ascended : R.drawable.object_bo
Area.java,2960,getDrawable,"getDrawable(resources, adventurer5.getImageId()","getLayout().adventurerImage5.adventurerImage.setImageDrawable(ResourcesCompat.getDrawable(resources, adventurer5.getImageId(), theme));"
Area.java,2961,R_drawable_variable,R.drawable.object_border_ascended,getLayout().adventurerImage5.adventurerImage.setBackgroundResource(adventurer5.isAscended() ? R.drawable.object_border_ascended : R.drawable.object_bo
Area.java,2961,R_drawable_variable,R.drawable.object_border_dim_white,getLayout().adventurerImage5.adventurerImage.setBackgroundResource(adventurer5.isAscended() ? R.drawable.object_border_ascended : R.drawable.object_bo
Area.java,2965,getDrawable,"getDrawable(resources, adventurer6.getImageId()","getLayout().adventurerImage6.adventurerImage.setImageDrawable(ResourcesCompat.getDrawable(resources, adventurer6.getImageId(), theme));"
Area.java,2966,R_drawable_variable,R.drawable.object_border_ascended,getLayout().adventurerImage6.adventurerImage.setBackgroundResource(adventurer6.isAscended() ? R.drawable.object_border_ascended : R.drawable.object_bo
Area.java,2966,R_drawable_variable,R.drawable.object_border_dim_white,getLayout().adventurerImage6.adventurerImage.setBackgroundResource(adventurer6.isAscended() ? R.drawable.object_border_ascended : R.drawable.object_bo
Area.java,2970,getDrawable,"getDrawable(resources, adventurer7.getImageId()","getLayout().adventurerImage7.adventurerImage.setImageDrawable(ResourcesCompat.getDrawable(resources, adventurer7.getImageId(), theme));"
Area.java,2971,R_drawable_variable,R.drawable.object_border_ascended,getLayout().adventurerImage7.adventurerImage.setBackgroundResource(adventurer7.isAscended() ? R.drawable.object_border_ascended : R.drawable.object_bo
Area.java,2971,R_drawable_variable,R.drawable.object_border_dim_white,getLayout().adventurerImage7.adventurerImage.setBackgroundResource(adventurer7.isAscended() ? R.drawable.object_border_ascended : R.drawable.object_bo
Area.java,2975,getDrawable,"getDrawable(resources, adventurer8.getImageId()","getLayout().adventurerImage8.adventurerImage.setImageDrawable(ResourcesCompat.getDrawable(resources, adventurer8.getImageId(), theme));"
Area.java,2976,R_drawable_variable,R.drawable.object_border_ascended,getLayout().adventurerImage8.adventurerImage.setBackgroundResource(adventurer8.isAscended() ? R.drawable.object_border_ascended : R.drawable.object_bo
Area.java,2976,R_drawable_variable,R.drawable.object_border_dim_white,getLayout().adventurerImage8.adventurerImage.setBackgroundResource(adventurer8.isAscended() ? R.drawable.object_border_ascended : R.drawable.object_bo
Area.java,2980,getDrawable,"getDrawable(resources, adventurer9.getImageId()","getLayout().adventurerImage9.adventurerImage.setImageDrawable(ResourcesCompat.getDrawable(resources, adventurer9.getImageId(), theme));"
Area.java,2981,R_drawable_variable,R.drawable.object_border_ascended,getLayout().adventurerImage9.adventurerImage.setBackgroundResource(adventurer9.isAscended() ? R.drawable.object_border_ascended : R.drawable.object_bo
Area.java,2981,R_drawable_variable,R.drawable.object_border_dim_white,getLayout().adventurerImage9.adventurerImage.setBackgroundResource(adventurer9.isAscended() ? R.drawable.object_border_ascended : R.drawable.object_bo
Area.java,2985,getDrawable,"getDrawable(resources, adventurer10.getImageId()","getLayout().adventurerImage10.adventurerImage.setImageDrawable(ResourcesCompat.getDrawable(resources, adventurer10.getImageId(), theme));"
Area.java,2986,R_drawable_variable,R.drawable.object_border_ascended,getLayout().adventurerImage10.adventurerImage.setBackgroundResource(adventurer10.isAscended() ? R.drawable.object_border_ascended : R.drawable.object_
Area.java,2986,R_drawable_variable,R.drawable.object_border_dim_white,getLayout().adventurerImage10.adventurerImage.setBackgroundResource(adventurer10.isAscended() ? R.drawable.object_border_ascended : R.drawable.object_
Area.java,2990,getDrawable,"getDrawable(resources, adventurer11.getImageId()","getLayout().adventurerImage11.adventurerImage.setImageDrawable(ResourcesCompat.getDrawable(resources, adventurer11.getImageId(), theme));"
Area.java,2991,R_drawable_variable,R.drawable.object_border_ascended,getLayout().adventurerImage11.adventurerImage.setBackgroundResource(adventurer11.isAscended() ? R.drawable.object_border_ascended : R.drawable.object_
Area.java,2991,R_drawable_variable,R.drawable.object_border_dim_white,getLayout().adventurerImage11.adventurerImage.setBackgroundResource(adventurer11.isAscended() ? R.drawable.object_border_ascended : R.drawable.object_
Area.java,2995,getDrawable,"getDrawable(resources, adventurer12.getImageId()","getLayout().adventurerImage12.adventurerImage.setImageDrawable(ResourcesCompat.getDrawable(resources, adventurer12.getImageId(), theme));"
Area.java,2996,R_drawable_variable,R.drawable.object_border_ascended,getLayout().adventurerImage12.adventurerImage.setBackgroundResource(adventurer12.isAscended() ? R.drawable.object_border_ascended : R.drawable.object_
Area.java,2996,R_drawable_variable,R.drawable.object_border_dim_white,getLayout().adventurerImage12.adventurerImage.setBackgroundResource(adventurer12.isAscended() ? R.drawable.object_border_ascended : R.drawable.object_
Area.java,3000,getDrawable,"getDrawable(resources, adventurer13.getImageId()","getLayout().adventurerImage13.adventurerImage.setImageDrawable(ResourcesCompat.getDrawable(resources, adventurer13.getImageId(), theme));"
Area.java,3001,R_drawable_variable,R.drawable.object_border_ascended,getLayout().adventurerImage13.adventurerImage.setBackgroundResource(adventurer13.isAscended() ? R.drawable.object_border_ascended : R.drawable.object_
Area.java,3001,R_drawable_variable,R.drawable.object_border_dim_white,getLayout().adventurerImage13.adventurerImage.setBackgroundResource(adventurer13.isAscended() ? R.drawable.object_border_ascended : R.drawable.object_
Area.java,3005,getDrawable,"getDrawable(resources, adventurer14.getImageId()","getLayout().adventurerImage14.adventurerImage.setImageDrawable(ResourcesCompat.getDrawable(resources, adventurer14.getImageId(), theme));"
Area.java,3006,R_drawable_variable,R.drawable.object_border_ascended,getLayout().adventurerImage14.adventurerImage.setBackgroundResource(adventurer14.isAscended() ? R.drawable.object_border_ascended : R.drawable.object_
Area.java,3006,R_drawable_variable,R.drawable.object_border_dim_white,getLayout().adventurerImage14.adventurerImage.setBackgroundResource(adventurer14.isAscended() ? R.drawable.object_border_ascended : R.drawable.object_
Area.java,3025,getDrawable,"getDrawable(resources, this.petExploring.getIdImage()","getLayout().pet.setImageDrawable(ResourcesCompat.getDrawable(resources, this.petExploring.getIdImage(), theme));"
Area.java,3102,getDrawable,"getDrawable(resources, z ? R.drawable.loot_chest_full : R.drawable.loot_chest, theme)","getLayout().lootImage.setImageDrawable(ResourcesCompat.getDrawable(resources, z ? R.drawable.loot_chest_full : R.drawable.loot_chest, theme));"
Area.java,3102,R_drawable_variable,R.drawable.loot_chest_full,"getLayout().lootImage.setImageDrawable(ResourcesCompat.getDrawable(resources, z ? R.drawable.loot_chest_full : R.drawable.loot_chest, theme));"
Area.java,3102,R_drawable_variable,R.drawable.loot_chest,"getLayout().lootImage.setImageDrawable(ResourcesCompat.getDrawable(resources, z ? R.drawable.loot_chest_full : R.drawable.loot_chest, theme));"
Area.java,3150,getDrawable,getDrawable(MainActivity.raidsFragment.getResources(),"getLayout().raidTryAvailable.setImageDrawable(ResourcesCompat.getDrawable(MainActivity.raidsFragment.getResources(), this.triesAvailable ? R.drawable."
Area.java,3150,R_drawable_variable,R.drawable.raid_try_available,"getLayout().raidTryAvailable.setImageDrawable(ResourcesCompat.getDrawable(MainActivity.raidsFragment.getResources(), this.triesAvailable ? R.drawable."
Area.java,3150,R_drawable_variable,R.drawable.raid_try_unavailable,"getLayout().raidTryAvailable.setImageDrawable(ResourcesCompat.getDrawable(MainActivity.raidsFragment.getResources(), this.triesAvailable ? R.drawable."
BarrenWastelands.java,36,R_drawable_variable,R.drawable.summary_barren_wastelands,return R.drawable.summary_barren_wastelands;
BarrenWastelands.java,41,R_drawable_variable,R.drawable.area_barren_wastelands,return R.drawable.area_barren_wastelands;
BlackwaterPort.java,39,R_drawable_variable,R.drawable.summary_blackwater_port,return R.drawable.summary_blackwater_port;
BlackwaterPort.java,44,R_drawable_variable,R.drawable.area_blackwater_port,return R.drawable.area_blackwater_port;
EnchantedForest.java,39,R_drawable_variable,R.drawable.summary_enchanted_forest,return R.drawable.summary_enchanted_forest;
EnchantedForest.java,44,R_drawable_variable,R.drawable.area_enchanted_forest,return R.drawable.area_enchanted_forest;
EternalBattlefield.java,37,R_drawable_variable,R.drawable.summary_eternal_battlefield,return R.drawable.summary_eternal_battlefield;
EternalBattlefield.java,42,R_drawable_variable,R.drawable.area_eternal_battlefield,return R.drawable.area_eternal_battlefield;
FrostbitePeaks.java,35,R_drawable_variable,R.drawable.summary_frostbite_peaks,return R.drawable.summary_frostbite_peaks;
FrostbitePeaks.java,40,R_drawable_variable,R.drawable.area_frostbite_peaks,return R.drawable.area_frostbite_peaks;
HiddenCityOfLarox.java,40,R_drawable_variable,R.drawable.summary_hidden_city_of_larox,return R.drawable.summary_hidden_city_of_larox;
HiddenCityOfLarox.java,45,R_drawable_variable,R.drawable.area_hidden_city_of_larox,return R.drawable.area_hidden_city_of_larox;
LostLands.java,37,R_drawable_variable,R.drawable.summary_lost_lands,return R.drawable.summary_lost_lands;
LostLands.java,42,R_drawable_variable,R.drawable.area_lost_lands,return R.drawable.area_lost_lands;
ObsidianMines.java,32,R_drawable_variable,R.drawable.summary_obsidian_mines,return R.drawable.summary_obsidian_mines;
ObsidianMines.java,37,R_drawable_variable,R.drawable.area_obsidian_mines,return R.drawable.area_obsidian_mines;
TheDesert.java,40,R_drawable_variable,R.drawable.summary_the_desert,return R.drawable.summary_the_desert;
TheDesert.java,45,R_drawable_variable,R.drawable.area_the_desert,return R.drawable.area_the_desert;
TheGoldenCity.java,40,R_drawable_variable,R.drawable.summary_the_golden_city,return R.drawable.summary_the_golden_city;
TheGoldenCity.java,45,R_drawable_variable,R.drawable.area_the_golden_city,return R.drawable.area_the_golden_city;
TheSouthernGrove.java,40,R_drawable_variable,R.drawable.summary_the_southern_grove,return R.drawable.summary_the_southern_grove;
TheSouthernGrove.java,45,R_drawable_variable,R.drawable.area_the_southern_grove,return R.drawable.area_the_southern_grove;
AncientGraveDigging.java,36,R_drawable_variable,R.drawable.summary_ancient_grave_digging,return R.drawable.summary_ancient_grave_digging;
AncientGraveDigging.java,41,R_drawable_variable,R.drawable.area_ancient_grave_digging,return R.drawable.area_ancient_grave_digging;
CelestialMothership.java,41,R_drawable_variable,R.drawable.summary_celestial_mothership,return R.drawable.summary_celestial_mothership;
CelestialMothership.java,46,R_drawable_variable,R.drawable.area_celestial_mothership,return R.drawable.area_celestial_mothership;
DivineArcheology.java,42,R_drawable_variable,R.drawable.summary_divine_archeology,return R.drawable.summary_divine_archeology;
DivineArcheology.java,47,R_drawable_variable,R.drawable.area_divine_archeology,return R.drawable.area_divine_archeology;
ImperialRescue.java,42,R_drawable_variable,R.drawable.summary_imperial_rescue,return R.drawable.summary_imperial_rescue;
ImperialRescue.java,47,R_drawable_variable,R.drawable.area_imperial_rescue,return R.drawable.area_imperial_rescue;
Kaunis.java,44,R_drawable_variable,R.drawable.summary_kaunis,return R.drawable.summary_kaunis;
Kaunis.java,49,R_drawable_variable,R.drawable.area_kaunis,return R.drawable.area_kaunis;
SleepingPlanet.java,44,R_drawable_variable,R.drawable.summary_sleeping_planet,return R.drawable.summary_sleeping_planet;
SleepingPlanet.java,49,R_drawable_variable,R.drawable.area_sleeping_planet,return R.drawable.area_sleeping_planet;
TheCultistRebels.java,45,R_drawable_variable,R.drawable.summary_the_cultist_rebels,return R.drawable.summary_the_cultist_rebels;
TheCultistRebels.java,50,R_drawable_variable,R.drawable.area_the_cultist_rebels,return R.drawable.area_the_cultist_rebels;
TheDireDescent.java,40,R_drawable_variable,R.drawable.summary_the_dire_descent,return R.drawable.summary_the_dire_descent;
TheDireDescent.java,45,R_drawable_variable,R.drawable.area_the_dire_descent,return R.drawable.area_the_dire_descent;
TheDreadfulAscent.java,40,R_drawable_variable,R.drawable.summary_the_dreadful_ascent,return R.drawable.summary_the_dreadful_ascent;
TheDreadfulAscent.java,45,R_drawable_variable,R.drawable.area_the_dreadful_ascent,return R.drawable.area_the_dreadful_ascent;
TheLostExpedition.java,45,R_drawable_variable,R.drawable.summary_the_lost_expedition,return R.drawable.summary_the_lost_expedition;
TheLostExpedition.java,50,R_drawable_variable,R.drawable.area_the_lost_expedition,return R.drawable.area_the_lost_expedition;
TheSlimePond.java,41,R_drawable_variable,R.drawable.summary_the_slime_pond,return R.drawable.summary_the_slime_pond;
TheSlimePond.java,46,R_drawable_variable,R.drawable.area_the_slime_pond,return R.drawable.area_the_slime_pond;
TheTower.java,40,R_drawable_variable,R.drawable.summary_the_tower,return R.drawable.summary_the_tower;
TheTower.java,45,R_drawable_variable,R.drawable.area_the_tower,return R.drawable.area_the_tower;
Beetle.java,10,R_drawable_variable,R.drawable.pet_beetle,this.idImage = R.drawable.pet_beetle;
Crocodile.java,10,R_drawable_variable,R.drawable.pet_crocodile,this.idImage = R.drawable.pet_crocodile;
Dove.java,10,R_drawable_variable,R.drawable.pet_dove,this.idImage = R.drawable.pet_dove;
Eagle.java,10,R_drawable_variable,R.drawable.pet_eagle,this.idImage = R.drawable.pet_eagle;
FloatingEye.java,10,R_drawable_variable,R.drawable.pet_floating_eye,this.idImage = R.drawable.pet_floating_eye;
FloatingSeed.java,10,R_drawable_variable,R.drawable.pet_floating_seed,this.idImage = R.drawable.pet_floating_seed;
Golem.java,10,R_drawable_variable,R.drawable.pet_golem,this.idImage = R.drawable.pet_golem;
HolyTree.java,10,R_drawable_variable,R.drawable.pet_holy_tree,this.idImage = R.drawable.pet_holy_tree;
Lizard.java,10,R_drawable_variable,R.drawable.pet_lizard,this.idImage = R.drawable.pet_lizard;
Mosquito.java,10,R_drawable_variable,R.drawable.pet_mosquito,this.idImage = R.drawable.pet_mosquito;
Owl.java,10,R_drawable_variable,R.drawable.pet_owl,this.idImage = R.drawable.pet_owl;
Rat.java,10,R_drawable_variable,R.drawable.pet_rat,this.idImage = R.drawable.pet_rat;
RedWolf.java,10,R_drawable_variable,R.drawable.pet_red_wolf,this.idImage = R.drawable.pet_red_wolf;
Rockling.java,10,R_drawable_variable,R.drawable.pet_rockling,this.idImage = R.drawable.pet_rockling;
Squirrel.java,10,R_drawable_variable,R.drawable.pet_squirrel,this.idImage = R.drawable.pet_squirrel;
Tarantula.java,10,R_drawable_variable,R.drawable.pet_tarantula,this.idImage = R.drawable.pet_tarantula;
TentacleTangle.java,10,R_drawable_variable,R.drawable.pet_tentacle_tangle,this.idImage = R.drawable.pet_tentacle_tangle;
Tesseract.java,10,R_drawable_variable,R.drawable.pet_tesseract,this.idImage = R.drawable.pet_tesseract;
ThingFromTheAbyss.java,10,R_drawable_variable,R.drawable.pet_thing_from_the_abyss,this.idImage = R.drawable.pet_thing_from_the_abyss;
TreeFrog.java,10,R_drawable_variable,R.drawable.pet_tree_frog,this.idImage = R.drawable.pet_tree_frog;
WalkingBush.java,10,R_drawable_variable,R.drawable.pet_walking_bush,this.idImage = R.drawable.pet_walking_bush;
Egg.java,17,R_drawable_variable,R.drawable.consume_egg,return R.drawable.consume_egg;
Food.java,16,R_drawable_variable,R.drawable.consume_food,return R.drawable.consume_food;
Potion.java,28,R_drawable_variable,R.drawable.consume_potion,return R.drawable.consume_potion;
AbherrantFabric.java,12,R_drawable_variable,R.drawable.abherrant_fabric,this.idImage = R.drawable.abherrant_fabric;
AbioticCore.java,12,R_drawable_variable,R.drawable.abiotic_core,this.idImage = R.drawable.abiotic_core;
AbsoluteZero.java,15,R_drawable_variable,R.drawable.absolute_zero,this.idImage = R.drawable.absolute_zero;
AbyssalCompendium.java,12,R_drawable_variable,R.drawable.abyssal_compendium,this.idImage = R.drawable.abyssal_compendium;
AbyssalCutlass.java,12,R_drawable_variable,R.drawable.abyssal_cutlass,this.idImage = R.drawable.abyssal_cutlass;
AbyssalGoo.java,12,R_drawable_variable,R.drawable.abyssal_goo,this.idImage = R.drawable.abyssal_goo;
AbyssalIngot.java,12,R_drawable_variable,R.drawable.abyssal_ingot,this.idImage = R.drawable.abyssal_ingot;
AbyssalSeashell.java,12,R_drawable_variable,R.drawable.abyssal_seashell,this.idImage = R.drawable.abyssal_seashell;
Aegis.java,15,R_drawable_variable,R.drawable.aegis,this.idImage = R.drawable.aegis;
AegisMechanica.java,20,R_drawable_variable,R.drawable.aegis_mechanica,this.idImage = R.drawable.aegis_mechanica;
AetherIgnis.java,12,R_drawable_variable,R.drawable.aether_ignis,this.idImage = R.drawable.aether_ignis;
AlchemicPowder.java,12,R_drawable_variable,R.drawable.alchemic_powder,this.idImage = R.drawable.alchemic_powder;
Algae.java,12,R_drawable_variable,R.drawable.algae,this.idImage = R.drawable.algae;
AlphaWolfFang.java,12,R_drawable_variable,R.drawable.alpha_wolf_fang,this.idImage = R.drawable.alpha_wolf_fang;
Ambrosia.java,12,R_drawable_variable,R.drawable.ambrosia,this.idImage = R.drawable.ambrosia;
AmuletOfResurrection.java,13,R_drawable_variable,R.drawable.amulet_of_resurrection,this.idImage = R.drawable.amulet_of_resurrection;
AmuletOfTheSwordsman.java,13,R_drawable_variable,R.drawable.amulet_of_the_swordsman,this.idImage = R.drawable.amulet_of_the_swordsman;
AncestralBlood.java,12,R_drawable_variable,R.drawable.ancestral_blood,this.idImage = R.drawable.ancestral_blood;
AncientArmor.java,12,R_drawable_variable,R.drawable.ancient_armor,this.idImage = R.drawable.ancient_armor;
AncientBoots.java,12,R_drawable_variable,R.drawable.ancient_boots,this.idImage = R.drawable.ancient_boots;
AncientEye.java,13,R_drawable_variable,R.drawable.ancient_eye,this.idImage = R.drawable.ancient_eye;
AncientGloves.java,12,R_drawable_variable,R.drawable.ancient_gloves,this.idImage = R.drawable.ancient_gloves;
AncientHide.java,12,R_drawable_variable,R.drawable.ancient_hide,this.idImage = R.drawable.ancient_hide;
AncientJacket.java,12,R_drawable_variable,R.drawable.ancient_jacket,this.idImage = R.drawable.ancient_jacket;
AncientMembrane.java,12,R_drawable_variable,R.drawable.ancient_membrane,this.idImage = R.drawable.ancient_membrane;
AncientRobe.java,13,R_drawable_variable,R.drawable.ancient_robe,this.idImage = R.drawable.ancient_robe;
AncientSeed.java,12,R_drawable_variable,R.drawable.ancient_seed,this.idImage = R.drawable.ancient_seed;
AnimatedBow.java,12,R_drawable_variable,R.drawable.animated_bow,this.idImage = R.drawable.animated_bow;
AnimatedBuckler.java,12,R_drawable_variable,R.drawable.animated_buckler,this.idImage = R.drawable.animated_buckler;
