Screen,Depth,Tag,ID,Drawable,Background,Text,Include,Visibility,TextSize,TextStyle,TextColor,IndentedTag
dialog_quests,4,TextView,knowledge_lp_bonus,,,,,visible,16sp,bold,,        TextView
dialog_quests,4,TextView,knowledge_progress,,,,,visible,,,,        TextView
dialog_quests,3,LinearLayout,knowledge_quests_list,,,,,visible,,,,      LinearLayout
dialog_quests,3,ConstraintLayout,container_ruin_quests,,,,,visible,,,,      ConstraintLayout
dialog_quests,4,TextView,title_ruin_quests,,,quest_group_name_college_of_ruin,,visible,16sp,bold,,        TextView
dialog_quests,4,TextView,ruin_lp_bonus,,,,,visible,16sp,bold,,        TextView
dialog_quests,4,TextView,ruin_progress,,,,,visible,,,,        TextView
dialog_quests,3,LinearLayout,ruin_quests_list,,,,,visible,,,,      LinearLayout
dialog_quests,3,ConstraintLayout,container_war_quests,,,,,visible,,,,      ConstraintLayout
dialog_quests,4,TextView,title_war_quests,,,quest_group_name_college_of_war,,visible,16sp,bold,,        TextView
dialog_quests,4,TextView,war_lp_bonus,,,,,visible,16sp,bold,,        TextView
dialog_quests,4,TextView,war_progress,,,,,visible,,,,        TextView
dialog_quests,3,LinearLayout,war_quests_list,,,,,visible,,,,      LinearLayout
dialog_quests,1,TextView,close,,,close,,visible,,bold,dim_white,  TextView
dialog_quests,1,TextView,refresh,,,refresh,,visible,,bold,brass_filler,  TextView
dialog_quests,1,TextView,no_quests_message,,,dialog_quests_all_completed,,visible,,,,  TextView
dialog_recall_adventurers,0,ConstraintLayout,,,,,,visible,,,,ConstraintLayout
dialog_recall_adventurers,1,androidx.core.widget.NestedScrollView,scrollView,,object_border_no_background,,,visible,,,,  androidx.core.widget.NestedScrollView
dialog_recall_adventurers,2,LinearLayout,list,,,,,visible,,,,    LinearLayout
dialog_recall_adventurers,1,TextView,close,,,close,,visible,,bold,dim_white,  TextView
dialog_recall_adventurers,1,TextView,textView6,,,drawer_recall_adventurers_info,,visible,,,,  TextView
dialog_recall_adventurers,1,TextView,empty_list,,,drawer_recall_adventurers_empty_list,,visible,,italic|bold,,  TextView
dialog_recipes,0,ConstraintLayout,,,,,,visible,,,,ConstraintLayout
dialog_recipes,1,TextView,close,,,close,,visible,,bold,dim_white,  TextView
dialog_recipes,1,RadioGroup,radioGroup_visibility,,,,,visible,,,,  RadioGroup
dialog_recipes,2,RadioButton,radiobutton_all,,,headquarters_workshop_recipes_visibility_all,,visible,,bold,,    RadioButton
dialog_recipes,2,RadioButton,radiobutton_materials,,,headquarters_workshop_recipes_visibility_materials,,visible,,bold,,    RadioButton
dialog_recipes,2,RadioButton,radiobutton_weapons,,,headquarters_workshop_recipes_visibility_weapons,,visible,,bold,,    RadioButton
dialog_recipes,2,RadioButton,radiobutton_armors,,,headquarters_workshop_recipes_visibility_armors,,visible,,bold,,    RadioButton
dialog_recipes,2,RadioButton,radiobutton_accessories,,,headquarters_workshop_recipes_visibility_accessories,,visible,,bold,,    RadioButton
dialog_recipes,1,TextView,textView4,,,headquarters_storage_description_visibility,,visible,16sp,bold,,  TextView
dialog_recipes,1,TextView,no_recipes_tooltip,,,headquarters_workshop_recipes_no_recipes,,visible,,italic|bold,,  TextView
dialog_recipes,1,TextView,textView5,,,headquarters_storage_description_order_by,,visible,16sp,bold,,  TextView
dialog_recipes,1,RadioGroup,radioGroup_order_by,,,,,visible,,,,  RadioGroup
dialog_recipes,2,RadioButton,radiobutton_type,,,headquarters_workshop_recipes_order_type,,visible,,bold,,    RadioButton
dialog_recipes,2,RadioButton,radiobutton_craftable_amount,,,headquarters_workshop_recipes_order_amount,,visible,,bold,,    RadioButton
dialog_recipes,2,RadioButton,radiobutton_alphabetical,,,headquarters_workshop_recipes_order_alphabetical,,visible,,bold,,    RadioButton
dialog_recipes,1,ListView,recipe_list,,object_border_no_background,,,visible,,,,  ListView
dialog_recipes,1,CheckBox,hide_insufficient_ingredients,,,headquarters_workshop_recipes_hide_insufficient_ingredients,,visible,,bold,,  CheckBox
dialog_redeem_code,0,ConstraintLayout,,,,,,visible,,,,ConstraintLayout
dialog_redeem_code,1,TextView,close,,,close,,visible,,bold,,  TextView
dialog_redeem_code,1,TextView,ok,,,drawer_redeem_code_ok,,visible,,bold,brass_border,  TextView
dialog_redeem_code,1,EditText,editText,,,,,visible,,,,  EditText
dialog_redeem_code,1,TextView,message,,,,,visible,,,,  TextView
dialog_refill_raid_try,0,ConstraintLayout,,,,,,visible,,,,ConstraintLayout
dialog_refill_raid_try,1,TextView,shop,,,drawer_shop_title,,visible,,bold,brass_border,  TextView
dialog_refill_raid_try,1,ConstraintLayout,container_gems,,object_border_brass,,,visible,,,,  ConstraintLayout
dialog_refill_raid_try,2,TextView,amount_gems,,,30,,visible,16sp,bold,,    TextView
dialog_refill_raid_try,2,ImageView,image_gems,gem,,,,visible,,,,    ImageView
dialog_refill_raid_try,1,TextView,confirm_text,,,,,visible,,,,  TextView
dialog_refill_raid_try,1,TextView,cancel,,,cancel,,visible,,bold,,  TextView
dialog_refill_raid_try,1,TextView,error,,,error_not_enough_gems,,visible,14sp,bold,,  TextView
dialog_refresh_quests,0,ConstraintLayout,,,,,,visible,,,,ConstraintLayout
dialog_refresh_quests,1,TextView,close,,,close,,visible,,bold,dim_white,  TextView
dialog_refresh_quests,1,ConstraintLayout,confirm_container,,object_border_brass,,,visible,,,,  ConstraintLayout
dialog_refresh_quests,2,TextView,confirm_amount,,,,,visible,,bold,brass_filler,    TextView
dialog_refresh_quests,2,ImageView,confirm_gem_image,gem,,,,visible,,,,    ImageView
dialog_refresh_quests,1,TextView,decription,,,dialog_quests_refresh_description,,visible,,,,  TextView
dialog_report,0,ConstraintLayout,,,,,,visible,,,,ConstraintLayout
dialog_report,1,TextView,exp_lost_value,,,,,visible,,bold,brass_border,  TextView
dialog_report,1,TextView,exp_per_hour_value,,,,,visible,,bold,brass_border,  TextView
dialog_report,1,TextView,close,,,close,,visible,,bold,,  TextView
dialog_report,1,GridView,item_grid,,,,,visible,,,,  GridView
dialog_report,1,TextView,description,,,report_description,,visible,,italic,,  TextView
dialog_report,1,TextView,duration_label,,,report_duration,,visible,,,,  TextView
dialog_report,1,TextView,duration_value,,,,,visible,,bold,brass_border,  TextView
dialog_report,1,TextView,areas_cleared_value,,,,,visible,,bold,brass_border,  TextView
dialog_report,1,TextView,team_wiped_value,,,,,visible,,bold,brass_border,  TextView
dialog_report,1,TextView,exp_earned_value,,,,,visible,,bold,brass_border,  TextView
dialog_report,1,TextView,enemies_slain_label,,,report_enemies_slain,,visible,,,,  TextView
dialog_report,1,TextView,areas_cleared_label,,,report_areas_cleared,,visible,,,,  TextView
dialog_report,1,TextView,team_wiped_label,,,report_team_wiped,,visible,,,,  TextView
dialog_report,1,TextView,exp_earned_label,,,report_exp_earned,,visible,,,,  TextView
dialog_report,1,TextView,exp_lost_label,,,report_exp_lost,,visible,,,,  TextView
dialog_report,1,TextView,exp_per_hour_label,,,report_exp_per_hour,,visible,,,,  TextView
dialog_select_equipment,0,ConstraintLayout,,,,,,visible,,,,ConstraintLayout
dialog_select_equipment,1,include,equipped,,,,layout_select_equipment,visible,,,,  include
dialog_select_equipment,1,androidx.core.widget.NestedScrollView,scrollView,,object_border_no_background,,,visible,,,,  androidx.core.widget.NestedScrollView
dialog_select_equipment,2,LinearLayout,list,,,,,visible,,,,    LinearLayout
dialog_select_equipment,1,TextView,close,,,close,,visible,,bold,dim_white,  TextView
dialog_select_equipment,1,TextView,no_equipments,,,no_equipments,,visible,,italic|bold,,  TextView
dialog_select_equipment,1,TextView,unequip,,,unequip,,visible,,bold,dim_white,  TextView
dialog_sell,0,ConstraintLayout,,,,,,visible,,,,ConstraintLayout
dialog_sell,1,TextView,close,,,close,,visible,,bold,,  TextView
dialog_sell,1,ConstraintLayout,constraintLayout5,,,,,visible,,,,  ConstraintLayout
dialog_sell,2,TextView,arrow2,,,arrow_sign,,visible,,bold,,    TextView
dialog_sell,2,ConstraintLayout,constraintLayout4,,object_border_dim_white,,,visible,,,,    ConstraintLayout
dialog_sell,3,include,price,,,,layout_money,visible,,,,      include
dialog_sell,2,include,item,,,,layout_item_big,visible,,,,    include
dialog_sell,1,TextView,sell,,,sell,,visible,,bold,brass_border,  TextView
dialog_sell,1,TextView,time,,object_border_dim_white,,,visible,,,,  TextView
dialog_sell,1,ConstraintLayout,sellPanel,,,,,visible,,,,  ConstraintLayout
dialog_sell,2,ImageView,button_minus,sign_minus,object_border_dim_white,,,visible,,,,    ImageView
dialog_sell,2,ImageView,button_plus,sign_plus,object_border_dim_white,,,visible,,,,    ImageView
dialog_sell,2,SeekBar,seekBar,,,,,visible,,,,    SeekBar
dialog_sell,2,TextView,number,,object_border_dim_white,,,visible,,,,    TextView
dialog_sell,1,TextView,warning_no_items,,,sell_no_items,,visible,,bold,,  TextView
dialog_sell,1,TextView,warning_full_listings,,,sell_no_listings,,visible,,bold,,  TextView
dialog_send_team,0,ConstraintLayout,,,,,,visible,,,,ConstraintLayout
dialog_send_team,1,androidx.core.widget.NestedScrollView,scrollView,,,,,visible,,,,  androidx.core.widget.NestedScrollView
dialog_send_team,2,ConstraintLayout,,,,,,visible,,,,    ConstraintLayout
dialog_send_team,3,include,adventurer1,,,,layout_adventurer,visible,,,,      include
dialog_send_team,3,include,adventurer2,,,,layout_adventurer,visible,,,,      include
dialog_send_team,3,include,adventurer3,,,,layout_adventurer,visible,,,,      include
dialog_send_team,3,include,adventurer4,,,,layout_adventurer,visible,,,,      include
dialog_send_team,3,include,adventurer5,,,,layout_adventurer,visible,,,,      include
dialog_send_team,3,include,adventurer6,,,,layout_adventurer,visible,,,,      include
dialog_send_team,3,include,adventurer7,,,,layout_adventurer,visible,,,,      include
dialog_send_team,3,include,adventurer8,,,,layout_adventurer,visible,,,,      include
dialog_send_team,3,include,adventurer9,,,,layout_adventurer,visible,,,,      include
dialog_send_team,3,include,adventurer10,,,,layout_adventurer,visible,,,,      include
dialog_send_team,3,include,adventurer11,,,,layout_adventurer,visible,,,,      include
dialog_send_team,3,include,adventurer12,,,,layout_adventurer,visible,,,,      include
dialog_send_team,3,include,adventurer13,,,,layout_adventurer,visible,,,,      include
dialog_send_team,3,include,adventurer14,,,,layout_adventurer,visible,,,,      include
dialog_send_team,1,View,view2,,,,,visible,,,,  View
dialog_send_team,1,TextView,load,,object_border_dim_white,load_team,,visible,,bold,,  TextView
dialog_send_team,1,TextView,save,,object_border_dim_white,save_team,,visible,,bold,,  TextView
dialog_send_team,1,TextView,send,,,send_team,,visible,,bold,brass_border,  TextView
dialog_send_team,1,TextView,close,,,close,,visible,,bold,,  TextView
dialog_send_team,1,TextView,clear,,,clear_team,,visible,,bold,,  TextView
dialog_send_team,1,ConstraintLayout,pet_container,,object_border_dim_white,,,visible,,,,  ConstraintLayout
dialog_send_team,2,ImageView,image_pet_plus,plus_white_half_alpha,,,,visible,,,,    ImageView
dialog_send_team,2,TextView,level_pet,,,,,visible,,,,    TextView
dialog_send_team,2,ImageView,image_pet,,,,,visible,,,,    ImageView
dialog_settings,0,ConstraintLayout,,,,,,visible,,,,ConstraintLayout
dialog_settings,1,androidx.core.widget.NestedScrollView,scrollView,,,,,visible,,,,  androidx.core.widget.NestedScrollView
dialog_settings,2,ConstraintLayout,,,,,,visible,,,,    ConstraintLayout
dialog_settings,3,TextView,language,,,drawer_settings_language,,visible,,,,      TextView
dialog_settings,3,Spinner,languageSpinner,,object_border_brass,,,visible,,bold,,      Spinner
dialog_settings,3,TextView,cancel,,,cancel,,visible,,bold,,      TextView
dialog_settings,3,TextView,save,,,drawer_settings_save,,visible,,bold,brass_border,      TextView
dialog_settings,3,TextView,description_colorblind_mode,,,drawer_settings_colorblind_mode,,visible,,,,      TextView
dialog_settings,3,TextView,description_auto_open_dungeon,,,drawer_settings_auto_open_dungeon,,visible,,,,      TextView
dialog_settings,3,TextView,description_verbose_logs,,,drawer_settings_verbose_logs,,visible,,,,      TextView
dialog_settings,3,TextView,description_confirm_swap,,,drawer_settings_confirm_swap_equipment,,visible,,,,      TextView
dialog_settings,3,TextView,description_confirm_retreat,,,drawer_settings_confirm_retreat,,visible,,,,      TextView
dialog_settings,3,TextView,description_sell_amount,,,drawer_settings_sell_amount,,visible,,,,      TextView
dialog_settings,3,TextView,description_craft_amount,,,drawer_settings_craft_amount,,visible,,,,      TextView
dialog_settings,3,TextView,description_confirm_upgrades,,,drawer_settings_confirm_upgrade,,visible,,,,      TextView
dialog_settings,3,View,separator,,,,,visible,,,,      View
dialog_settings,3,TextView,value_confirm_retreat,,object_border_brass,,,visible,,bold,,      TextView
dialog_settings,3,TextView,value_auto_open_dungeon,,object_border_brass,,,visible,,bold,,      TextView
dialog_settings,3,TextView,value_verbose_logs,,object_border_brass,,,visible,,bold,,      TextView
dialog_settings,3,TextView,value_colorblind_mode,,object_border_brass,,,visible,,bold,,      TextView
dialog_settings,3,TextView,value_swap_equipment,,object_border_brass,,,visible,,bold,,      TextView
dialog_settings,3,TextView,value_sell_amount,,object_border_brass,,,visible,,bold,,      TextView
dialog_settings,3,TextView,value_craft_amount,,object_border_brass,,,visible,,bold,,      TextView
dialog_settings,3,TextView,value_confirm_upgrades,,object_border_brass,,,visible,,bold,,      TextView
dialog_settings,3,TextView,restore_purchases,,object_border_brass,drawer_settings_restore_purchases,,visible,,bold,,      TextView
dialog_settings,3,TextView,version,,,,,visible,11sp,,,      TextView
dialog_shelter,0,ConstraintLayout,,,,,,visible,,,,ConstraintLayout
dialog_shelter,1,TextView,help,,,help,,visible,,bold,dim_white,  TextView
dialog_shelter,1,GridView,pets_grid,,object_border_no_background,,,visible,,,,  GridView
dialog_shelter,1,TextView,empty_pets,,,headquarters_shelter_empty_list,,visible,,italic|bold,,  TextView
dialog_shelter,1,TextView,close,,,close,,visible,,bold,dim_white,  TextView
dialog_shelter,1,TextView,description_help,,,headquarters_shelter_description,,visible,,,,  TextView
dialog_shelter,1,TextView,description,,,,,visible,,,,  TextView
dialog_shelter,1,ConstraintLayout,buttons_container,,,,,visible,,,,  ConstraintLayout
dialog_shelter,2,ConstraintLayout,button_upgrade_capacity,,object_border_dim_white,,,visible,,,,    ConstraintLayout
dialog_shelter,3,TextView,upgrade_capacity_description,,,headquarters_shelter_upgrade_space,,visible,16sp,bold,,      TextView
dialog_shelter,3,ConstraintLayout,,,,,,visible,,,,      ConstraintLayout
dialog_shelter,4,include,money,,,,layout_money,visible,,,,        include
dialog_shelter,2,ConstraintLayout,button_upgrade_autofeed,,object_border_dim_white,,,visible,,,,    ConstraintLayout
dialog_shelter,3,TextView,upgrade_autofeed_description,,,headquarters_shelter_upgrade_autofeed,,visible,16sp,bold,,      TextView
dialog_shelter,3,ConstraintLayout,,,,,,visible,,,,      ConstraintLayout
dialog_shelter,4,include,money_autofeed,,,,layout_money,visible,,,,        include
dialog_shelter,2,View,view13,,,,,visible,,,,    View
dialog_shelter,1,TextView,description_autofeed,,,headquarters_shelter_description_autofeed,,visible,,italic,,  TextView
dialog_shop,0,ConstraintLayout,,,,,,visible,,,,ConstraintLayout
dialog_shop,1,TextView,max_idle_time_description,,,shop_max_idle_time,,visible,16sp,bold,,  TextView
dialog_shop,1,TextView,max_idle_time_value,,,,,visible,16sp,bold,brass_filler,  TextView
dialog_shop,1,ImageView,max_idle_time_info,info,,,,visible,,,,  ImageView
dialog_shop,1,androidx.core.widget.NestedScrollView,scrollView,,,,,visible,,,,  androidx.core.widget.NestedScrollView
dialog_shop,2,ConstraintLayout,scrollview_content,,,,,visible,,,,    ConstraintLayout
dialog_shop,3,ConstraintLayout,constraint_starter_pack,,object_border_brass,,,visible,,,,      ConstraintLayout
dialog_shop,4,TextView,text_gems_starter_pack,,,shop_500_gems,,visible,14sp,bold,,        TextView
dialog_shop,4,ImageView,image_gems_starter_pack,gem,,,,visible,,,,        ImageView
dialog_shop,4,ImageView,image_no_ads_starter_pack,no_ads,,,,visible,,,,        ImageView
dialog_shop,4,View,separator_starter_pack,,,,,visible,,,,        View
dialog_shop,4,ImageView,quarters_image_starter_pack,shop_1,object_border_dim_white,,,visible,,,,        ImageView
dialog_shop,4,ImageView,tavern_image_starter_pack,shop_1,object_border_dim_white,,,visible,,,,        ImageView
dialog_shop,4,ImageView,workshop_image_starter_pack,shop_1,object_border_dim_white,,,visible,,,,        ImageView
dialog_shop,4,ImageView,market_image_starter_pack,shop_1,object_border_dim_white,,,visible,,,,        ImageView
dialog_shop,4,TextView,quarters_text_starter_pack,,,shop_quarters_space,,visible,14sp,bold,,        TextView
dialog_shop,4,TextView,tavern_text_starter_pack,,,shop_tavern_space,,visible,14sp,bold,,        TextView
dialog_shop,4,TextView,market_text_starter_pack,,,shop_market_space,,visible,14sp,bold,,        TextView
dialog_shop,4,TextView,workshop_text_starter_pack,,,shop_workshop_space,,visible,14sp,bold,,        TextView
dialog_shop,4,TextView,starter_pack_buy,,object_border_buy,,,visible,16sp,bold,brass_filler,        TextView
dialog_shop,4,TextView,storage_text_starter_pack,,,shop_20_storage_spaces,,visible,14sp,bold,,        TextView
dialog_shop,4,TextView,text_no_ads_starter_pack,,,shop_no_ads,,visible,14sp,bold,,        TextView
dialog_shop,4,View,separator2_starter_pack,,,,,visible,,,,        View
dialog_shop,4,ImageView,check_starter_pack,check_brass,,,,visible,,,,        ImageView
dialog_shop,3,ConstraintLayout,constraint_adventurer_pack,,object_border_brass,,,visible,,,,      ConstraintLayout
dialog_shop,4,ImageView,image_gems_adventurer_pack,gem,,,,visible,,,,        ImageView
dialog_shop,4,View,separator_adventurer_pack,,,,,visible,,,,        View
dialog_shop,4,ImageView,quarters_image_adventurer_pack,shop_2,object_border_dim_white,,,visible,,,,        ImageView
dialog_shop,4,ImageView,tavern_image_adventurer_pack,shop_2,object_border_dim_white,,,visible,,,,        ImageView
dialog_shop,4,TextView,quarters_text_adventurer_pack,,,shop_quarters_space,,visible,14sp,bold,,        TextView
dialog_shop,4,TextView,bonus_item_text_adventurer_pack,,,,,visible,14sp,bold,,        TextView
dialog_shop,4,TextView,tavern_text_adventurer_pack,,,shop_tavern_space,,visible,14sp,bold,,        TextView
dialog_shop,4,TextView,adventurer_pack_buy,,object_border_buy,,,visible,16sp,bold,brass_filler,        TextView
dialog_shop,4,TextView,adventurer_pack_previous_price,,,,,visible,14sp,bold,brass_filler,        TextView
dialog_shop,4,ImageView,bonus_item_image_adventurer_pack,dreamcatcher,object_border_dim_white,,,visible,,,,        ImageView
dialog_shop,4,ImageView,bonus_item_image_adventurer_pack_2,evo23_vial,object_border_dim_white,,,visible,,,,        ImageView
dialog_shop,4,TextView,bonus_item_text_adventurer_pack_2,,,,,visible,14sp,bold,,        TextView
dialog_shop,4,TextView,storage_text_adventurer_pack,,,shop_20_storage_spaces,,visible,14sp,bold,,        TextView
dialog_shop,4,TextView,text_gems_adventurer_pack,,,shop_1000_gems,,visible,14sp,bold,,        TextView
dialog_shop,4,View,separator2_adventurer_pack,,,,,visible,,,,        View
dialog_shop,4,ImageView,check_adventurer_pack,check_brass,,,,visible,,,,        ImageView
dialog_shop,3,ConstraintLayout,constraint_merchant_pack,,object_border_brass,,,visible,,,,      ConstraintLayout
dialog_shop,4,ImageView,image_gems_merchant_pack,gem,,,,visible,,,,        ImageView
dialog_shop,4,View,separator_merchant_pack,,,,,visible,,,,        View
dialog_shop,4,ImageView,workshop_image_merchant_pack,shop_2,object_border_dim_white,,,visible,,,,        ImageView
dialog_shop,4,ImageView,shop_speed_image_merchant_pack,hourglass,object_border_dim_white,,,visible,,,,        ImageView
dialog_shop,4,ImageView,shop_loot_chest_image_merchant_pack,loot_chest,object_border_dim_white,,,visible,,,,        ImageView
dialog_shop,4,TextView,shop_loot_chest_text_merchant_pack,,,shop_loot_chest_increase,,visible,14sp,bold,,        TextView
dialog_shop,4,ImageView,market_image_merchant_pack,shop_2,object_border_dim_white,,,visible,,,,        ImageView
dialog_shop,4,TextView,market_text_merchant_pack,,,shop_market_space,,visible,14sp,bold,,        TextView
dialog_shop,4,TextView,workshop_text_merchant_pack,,,shop_workshop_space,,visible,14sp,bold,,        TextView
dialog_shop,4,TextView,shop_speed_text_merchant_pack,,,shop_speed_increase,,visible,14sp,bold,,        TextView
dialog_shop,4,TextView,merchant_pack_buy,,object_border_buy,,,visible,16sp,bold,brass_filler,        TextView
dialog_shop,4,TextView,storage_text_merchant_pack,,,shop_40_storage_spaces,,visible,14sp,bold,,        TextView
dialog_shop,4,TextView,text_gems_merchant_pack,,,shop_1000_gems,,visible,14sp,bold,,        TextView
dialog_shop,4,View,separator2_merchant_pack,,,,,visible,,,,        View
dialog_shop,4,ImageView,check_merchant_pack,check_brass,,,,visible,,,,        ImageView
dialog_shop,3,ConstraintLayout,constraint_imperial_vanguard,,object_border_brass,,,visible,,,,      ConstraintLayout
dialog_shop,4,View,separator2_imperial_vanguard,,,,,visible,,,,        View
dialog_shop,4,TextView,imperial_vanguard_buy,,object_border_buy,,,visible,16sp,bold,brass_filler,        TextView
dialog_shop,4,TextView,text_gems_imperial_vanguard,,,shop_2000_gems,,visible,14sp,bold,,        TextView
dialog_shop,4,ImageView,image_gems_imperial_vanguard,gem,,,,visible,,,,        ImageView
dialog_shop,4,View,separator_imperial_vanguard,,,,,visible,,,,        View
dialog_shop,4,TextView,quarters_text_imperial_vanguard,,,shop_quarters_space,,visible,14sp,bold,,        TextView
dialog_shop,4,ImageView,quarters_image_imperial_vanguard,shop_4,object_border_dim_white,,,visible,,,,        ImageView
dialog_shop,4,ImageView,bonus_item_image_imperial_vanguard,intercession,object_border_dim_white,,,visible,,,,        ImageView
dialog_shop,4,TextView,bonus_item_text_imperial_vanguard,,,consumable_intercession_name,,visible,14sp,bold,,        TextView
dialog_shop,4,include,imperial_vanguard_adventurer_1,,,,layout_adventurer,visible,,,,        include
dialog_shop,4,include,imperial_vanguard_adventurer_2,,,,layout_adventurer,visible,,,,        include
dialog_shop,4,include,imperial_vanguard_adventurer_3,,,,layout_adventurer,visible,,,,        include
dialog_shop,4,include,imperial_vanguard_adventurer_4,,,,layout_adventurer,visible,,,,        include
dialog_shop,4,ImageView,check_imperial_vanguard,check_brass,,,,visible,,,,        ImageView
dialog_shop,3,ConstraintLayout,constraint_unholy_crusade,,object_border_brass,,,visible,,,,      ConstraintLayout
dialog_shop,4,View,separator2_unholy_crusade,,,,,visible,,,,        View
dialog_shop,4,TextView,unholy_crusade_buy,,object_border_buy,,,visible,16sp,bold,brass_filler,        TextView
dialog_shop,4,TextView,text_gems_unholy_crusade,,,shop_2000_gems,,visible,14sp,bold,,        TextView
dialog_shop,4,ImageView,image_gems_unholy_crusade,gem,,,,visible,,,,        ImageView
dialog_shop,4,View,separator_unholy_crusade,,,,,visible,,,,        View
dialog_shop,4,TextView,quarters_text_unholy_crusade,,,shop_quarters_space,,visible,14sp,bold,,        TextView
dialog_shop,4,ImageView,quarters_image_unholy_crusade,shop_4,object_border_dim_white,,,visible,,,,        ImageView
dialog_shop,4,ImageView,bonus_item_image_unholy_crusade,intercession,object_border_dim_white,,,visible,,,,        ImageView
dialog_shop,4,TextView,bonus_item_text_unholy_crusade,,,consumable_intercession_name,,visible,14sp,bold,,        TextView
dialog_shop,4,include,unholy_crusade_adventurer_1,,,,layout_adventurer,visible,,,,        include
dialog_shop,4,include,unholy_crusade_adventurer_2,,,,layout_adventurer,visible,,,,        include
dialog_shop,4,include,unholy_crusade_adventurer_3,,,,layout_adventurer,visible,,,,        include
dialog_shop,4,include,unholy_crusade_adventurer_4,,,,layout_adventurer,visible,,,,        include
dialog_shop,4,ImageView,check_unholy_crusade,check_brass,,,,visible,,,,        ImageView
dialog_shop,3,TextView,starter_pack_title,,,shop_title_starter_pack,,visible,20sp,bold,,      TextView
dialog_shop,3,TextView,adventurer_pack_title,,,shop_title_adventurer_pack,,visible,20sp,bold,,      TextView
dialog_shop,3,TextView,unholy_crusade_title,,,shop_title_unholy_crusade,,visible,20sp,bold,,      TextView
dialog_shop,3,TextView,merchant_pack_title,,,shop_title_merchant_pack,,visible,20sp,bold,,      TextView
dialog_shop,3,TextView,imperial_vanguard_title,,,shop_title_imperial_vanguard,,visible,20sp,bold,,      TextView
dialog_shop,3,ConstraintLayout,constraint_gems_1,,object_border_brass,,,visible,,,,      ConstraintLayout
dialog_shop,4,View,separator_gems_1,,,,,visible,,,,        View
dialog_shop,4,TextView,gems_1_buy,,object_border_brass_rounded_right,$19.99,,visible,16sp,bold,brass_filler,        TextView
dialog_shop,4,TextView,text_gems_1,,,shop_250_gems,,visible,14sp,bold,,        TextView
dialog_shop,4,ImageView,image_gems_1,gem,,,,visible,,,,        ImageView
dialog_shop,3,ConstraintLayout,constraint_gems_2,,object_border_brass,,,visible,,,,      ConstraintLayout
dialog_shop,4,View,separator_gems_2,,,,,visible,,,,        View
dialog_shop,4,TextView,gems_2_buy,,object_border_brass_rounded_right,$19.99,,visible,16sp,bold,brass_filler,        TextView
dialog_shop,4,TextView,text_gems_2,,,shop_550_gems,,visible,14sp,bold,,        TextView
dialog_shop,4,ImageView,image_gems_2,gem,,,,visible,,,,        ImageView
dialog_shop,3,ConstraintLayout,constraint_gems_3,,object_border_brass,,,visible,,,,      ConstraintLayout
dialog_shop,4,View,separator_gems_3,,,,,visible,,,,        View
dialog_shop,4,TextView,gems_3_buy,,object_border_brass_rounded_right,$19.99,,visible,16sp,bold,brass_filler,        TextView
dialog_shop,4,TextView,text_gems_3,,,shop_1200_gems,,visible,14sp,bold,,        TextView
dialog_shop,4,ImageView,image_gems_3,gem,,,,visible,,,,        ImageView
dialog_shop,3,ConstraintLayout,constraint_gems_4,,object_border_brass,,,visible,,,,      ConstraintLayout
dialog_shop,4,View,separator_gems_4,,,,,visible,,,,        View
dialog_shop,4,TextView,gems_4_buy,,object_border_brass_rounded_right,$19.99,,visible,16sp,bold,brass_filler,        TextView
dialog_shop,4,TextView,text_gems_4,,,shop_2000_gems,,visible,14sp,bold,,        TextView
dialog_shop,4,ImageView,image_gems_4,gem,,,,visible,,,,        ImageView
dialog_shop,1,TextView,close,,,close,,visible,,bold,dim_white,  TextView
dialog_storage,0,ConstraintLayout,,,,,,visible,,,,ConstraintLayout
dialog_storage,1,TextView,close,,,close,,visible,,bold,dim_white,  TextView
dialog_storage,1,GridView,item_grid,,object_border_no_background,,,visible,,,,  GridView
dialog_storage,1,RadioGroup,radioGroup_visibility,,,,,visible,,,,  RadioGroup
dialog_storage,2,RadioButton,radiobutton_all,,,headquarters_storage_visibility_all,,visible,,bold,,    RadioButton
dialog_storage,2,RadioButton,radiobutton_materials,,,headquarters_storage_visibility_materials,,visible,,bold,,    RadioButton
dialog_storage,2,RadioButton,radiobutton_weapons,,,headquarters_storage_visibility_weapons,,visible,,bold,,    RadioButton
dialog_storage,2,RadioButton,radiobutton_armors,,,headquarters_storage_visibility_armors,,visible,,bold,,    RadioButton
dialog_storage,2,RadioButton,radiobutton_accessories,,,headquarters_storage_visibility_accessories,,visible,,bold,,    RadioButton
dialog_storage,2,RadioButton,radiobutton_consumables,,,headquarters_storage_visibility_consumables,,visible,,bold,,    RadioButton
dialog_storage,1,TextView,textView4,,,headquarters_storage_description_visibility,,visible,16sp,bold,,  TextView
dialog_storage,1,TextView,no_items_tooltip,,,headquarters_storage_no_items,,visible,,italic|bold,,  TextView
dialog_storage,1,TextView,textView5,,,headquarters_storage_description_order_by,,visible,16sp,bold,,  TextView
dialog_storage,1,RadioGroup,radioGroup_order_by,,,,,visible,,,,  RadioGroup
dialog_storage,2,RadioButton,radiobutton_type,,,headquarters_storage_order_type,,visible,,bold,,    RadioButton
dialog_storage,2,RadioButton,radiobutton_quantity,,,headquarters_storage_order_quantity,,visible,,bold,,    RadioButton
